id,date,temperature_C,humidity_percent,air_quality_index,occupant_count,system_age,noise_level_db,light_efficiency,light_level_lux,comfort_rating
85,26-03-2019,28.4,39.8,86,1,0.25,47,0.9925,513,4
86,27-03-2019,28.9,47.5,77,4,0.25,42,0.9925,517,4
87,28-03-2019,31.1,49.7,74,3,0.25,39,0.9925,520,4
88,29-03-2019,30.2,41.5,78,1,0.25,47,0.9925,524,4
89,30-03-2019,29,40.6,76,3,0.25,45,0.9925,527,4
90,31-03-2019,30.6,28.9,67,2,0.25,53,0.9925,531,5
91,01-04-2019,30,34.9,73,1,0.333333333,44,0.99,533,5
92,02-04-2019,31.3,33.5,86,1,0.333333333,41,0.99,536,5
93,03-04-2019,28.9,34.1,84,2,0.333333333,50,0.99,539,4
94,04-04-2019,29.5,36.1,83,2,0.333333333,50,0.99,543,4
95,05-04-2019,29.4,34.4,72,1,0.333333333,46,0.99,546,4
96,06-04-2019,27.8,26.7,80,2,0.333333333,49,0.99,549,4
97,07-04-2019,30.5,40.1,61,3,0.333333333,45,0.99,553,4
98,08-04-2019,30.4,30.8,85,1,0.333333333,46,0.99,556,4
99,09-04-2019,30.1,37.1,97,2,0.333333333,51,0.99,559,4
100,10-04-2019,29.7,46.1,69,2,0.333333333,48,0.99,563,4
101,11-04-2019,28,30.9,78,4,0.333333333,44,0.99,566,4
102,12-04-2019,29.5,25,87,2,0.333333333,52,0.99,569,4
103,13-04-2019,29.6,33.7,97,2,0.333333333,35,0.99,572,4
104,14-04-2019,28.9,40.4,80,3,0.333333333,56,0.99,575,4
105,15-04-2019,29.9,44.5,78,3,0.333333333,37,0.99,578,4
106,16-04-2019,30.8,28.4,66,1,0.333333333,42,0.99,582,5
107,17-04-2019,33,36.9,87,3,0.333333333,45,0.99,585,5
108,18-04-2019,30.4,31.9,107,3,0.333333333,45,0.99,588,4
109,19-04-2019,30.5,33.5,89,1,0.333333333,50,0.99,591,4
110,20-04-2019,30,47.1,87,3,0.333333333,40,0.99,594,4
111,21-04-2019,27.2,26.2,90,1,0.333333333,47,0.99,597,4
112,22-04-2019,30.1,34.8,87,3,0.333333333,42,0.99,600,4
113,23-04-2019,30.2,35.7,80,2,0.333333333,47,0.99,603,4
114,24-04-2019,33.8,38.6,96,3,0.333333333,45,0.99,605,5
115,25-04-2019,29.8,33.5,91,1,0.333333333,46,0.99,608,4
116,26-04-2019,30.5,34.4,89,2,0.333333333,43,0.99,611,4
117,27-04-2019,30,30.8,79,2,0.333333333,43,0.99,614,5
118,28-04-2019,28.2,33.9,102,2,0.333333333,47,0.99,617,4
119,29-04-2019,31.7,30.7,96,3,0.333333333,50,0.99,619,4
120,30-04-2019,31.1,35.4,84,2,0.333333333,42,0.99,622,5
121,01-05-2019,31.1,30.3,100,2,0.416666667,41,0.9875,623,5
122,02-05-2019,28.5,33.9,85,2,0.416666667,48,0.9875,626,4
123,03-05-2019,31.9,31.7,83,3,0.416666667,45,0.9875,629,5
124,04-05-2019,27.7,37.4,83,4,0.416666667,49,0.9875,631,4
125,05-05-2019,30.6,31.4,74,1,0.416666667,41,0.9875,634,5
126,06-05-2019,33,25,96,2,0.416666667,36,0.9875,636,5
127,07-05-2019,28.2,37.7,74,2,0.416666667,43,0.9875,638,4
128,08-05-2019,28.8,26.8,80,1,0.416666667,42,0.9875,641,5
129,09-05-2019,29.7,27.9,72,2,0.416666667,45,0.9875,643,5
130,10-05-2019,28.8,28.1,92,2,0.416666667,42,0.9875,645,4
131,11-05-2019,27.1,37.9,91,2,0.416666667,49,0.9875,648,4
132,12-05-2019,29.5,25,90,2,0.416666667,44,0.9875,650,5
133,13-05-2019,27.8,46.5,83,3,0.416666667,46,0.9875,652,4
134,14-05-2019,30,36,82,3,0.416666667,46,0.9875,654,4
135,15-05-2019,27.8,31.8,99,6,0.416666667,46,0.9875,656,4
136,16-05-2019,31.5,30.3,89,2,0.416666667,45,0.9875,658,5
137,17-05-2019,27.9,32,98,2,0.416666667,48,0.9875,660,4
138,18-05-2019,28.5,33.1,86,5,0.416666667,41,0.9875,662,4
139,19-05-2019,30.2,33.6,97,4,0.416666667,52,0.9875,664,4
140,20-05-2019,27,33.1,108,3,0.416666667,44,0.9875,666,4
141,21-05-2019,29.1,30.7,101,3,0.416666667,39,0.9875,667,4
142,22-05-2019,30.7,29.3,91,3,0.416666667,46,0.9875,669,5
143,23-05-2019,26.2,29.4,98,4,0.416666667,41,0.9875,671,4
144,24-05-2019,28.8,29.2,94,4,0.416666667,49,0.9875,672,4
145,25-05-2019,28.9,35.8,96,3,0.416666667,56,0.9875,674,4
146,26-05-2019,29.6,33.1,93,2,0.416666667,41,0.9875,675,4
147,27-05-2019,26.5,25,95,4,0.416666667,47,0.9875,677,4
148,28-05-2019,26.2,33.3,99,5,0.416666667,37,0.9875,678,4
149,29-05-2019,28.9,31,87,3,0.416666667,48,0.9875,679,4
150,30-05-2019,28.5,29.9,87,3,0.416666667,41,0.9875,681,4
151,31-05-2019,28.3,28.1,83,2,0.416666667,42,0.9875,682,5
152,01-06-2019,28.4,35.6,82,3,0.5,40,0.985,682,4
153,02-06-2019,26.7,34.7,86,2,0.5,49,0.985,683,4
154,03-06-2019,28,26.1,99,2,0.5,50,0.985,684,4
155,04-06-2019,28,32,89,3,0.5,46,0.985,685,4
156,05-06-2019,26.4,25.2,103,3,0.5,41,0.985,686,4
157,06-06-2019,30.2,25,99,2,0.5,53,0.985,687,4
158,07-06-2019,28,26.9,79,3,0.5,42,0.985,687,5
159,08-06-2019,25.4,34.4,105,2,0.5,35,0.985,688,4
160,09-06-2019,28,34.9,107,2,0.5,48,0.985,689,4
161,10-06-2019,25.5,32.7,89,4,0.5,40,0.985,689,4
162,11-06-2019,28,33.8,103,4,0.5,50,0.985,690,4
163,12-06-2019,28.4,32.8,90,2,0.5,43,0.985,690,4
164,13-06-2019,25.4,27.1,100,4,0.5,48,0.985,691,4
165,14-06-2019,27.9,32.5,87,2,0.5,52,0.985,691,4
166,15-06-2019,27,34.4,81,3,0.5,39,0.985,692,4
167,16-06-2019,27.5,34.2,96,4,0.5,43,0.985,692,4
168,17-06-2019,29,36.5,98,4,0.5,45,0.985,692,4
169,18-06-2019,25.6,34.1,96,3,0.5,53,0.985,692,4
170,19-06-2019,24.7,32.4,88,6,0.5,42,0.985,692,4
171,20-06-2019,24.4,36.1,96,3,0.5,42,0.985,692,4
172,21-06-2019,24.4,30.7,102,4,0.5,48,0.985,692,4
173,22-06-2019,25.4,26.5,99,4,0.5,43,0.985,692,4
174,23-06-2019,25.9,30.2,102,4,0.5,46,0.985,692,4
175,24-06-2019,25.7,27.4,93,4,0.5,38,0.985,692,4
176,25-06-2019,26.4,27.8,112,4,0.5,56,0.985,692,4
177,26-06-2019,25,30.6,88,4,0.5,39,0.985,692,4
178,27-06-2019,27.1,27.5,105,5,0.5,44,0.985,691,4
179,28-06-2019,24.4,30,112,4,0.5,45,0.985,691,4
180,29-06-2019,28.7,25,105,5,0.5,55,0.985,690,4
181,30-06-2019,25.4,32.8,98,3,0.5,39,0.985,690,4
182,01-07-2019,23.1,31.9,95,3,0.583333333,55,0.9825,688,4
183,02-07-2019,22.6,27.9,110,4,0.583333333,49,0.9825,687,4
184,03-07-2019,24.8,35.4,86,4,0.583333333,48,0.9825,686,4
185,04-07-2019,23.6,37,90,4,0.583333333,41,0.9825,686,4
186,05-07-2019,24.9,25,96,4,0.583333333,48,0.9825,685,4
187,06-07-2019,24.4,28.8,112,4,0.583333333,42,0.9825,684,4
188,07-07-2019,23.5,28.9,104,3,0.583333333,52,0.9825,683,4
189,08-07-2019,22.2,28.2,90,3,0.583333333,41,0.9825,682,4
190,09-07-2019,21,37.2,97,4,0.583333333,45,0.9825,681,4
191,10-07-2019,22.5,32.2,94,4,0.583333333,43,0.9825,680,4
192,11-07-2019,24.3,32,93,6,0.583333333,41,0.9825,679,4
193,12-07-2019,23.2,25,109,3,0.583333333,49,0.9825,677,4
194,13-07-2019,20.9,36.8,86,3,0.583333333,48,0.9825,676,4
195,14-07-2019,22.9,27.6,116,4,0.583333333,52,0.9825,675,4
196,15-07-2019,23.1,34.3,108,5,0.583333333,37,0.9825,673,4
197,16-07-2019,21,35.6,110,6,0.583333333,51,0.9825,672,3
198,17-07-2019,22.4,41.2,95,5,0.583333333,58,0.9825,670,3
199,18-07-2019,22.2,28,98,4,0.583333333,43,0.9825,669,4
200,19-07-2019,20.2,25,85,5,0.583333333,55,0.9825,667,4
201,20-07-2019,22.3,35.9,94,6,0.583333333,44,0.9825,666,4
202,21-07-2019,22.5,44.1,104,4,0.583333333,39,0.9825,664,4
203,22-07-2019,23.1,41.5,112,5,0.583333333,44,0.9825,662,4
204,23-07-2019,23,36.6,87,4,0.583333333,51,0.9825,660,4
205,24-07-2019,19.2,33.3,95,7,0.583333333,41,0.9825,658,4
206,25-07-2019,19.7,40,97,6,0.583333333,42,0.9825,657,3
207,26-07-2019,21.8,31.3,84,6,0.583333333,48,0.9825,655,4
208,27-07-2019,21.6,38.7,104,5,0.583333333,45,0.9825,653,4
209,28-07-2019,21.5,39.1,91,5,0.583333333,48,0.9825,650,4
210,29-07-2019,26.4,42.1,96,7,0.583333333,47,0.9825,648,4
211,30-07-2019,21.3,50.8,93,5,0.583333333,48,0.9825,646,3
212,31-07-2019,22,39.2,89,4,0.583333333,43,0.9825,644,4
213,01-08-2019,21.6,34.9,97,5,0.666666667,47,0.98,641,4
214,02-08-2019,21,37.5,95,5,0.666666667,41,0.98,638,4
215,03-08-2019,19.4,29,93,5,0.666666667,52,0.98,636,4
216,04-08-2019,20.9,34.6,89,7,0.666666667,42,0.98,634,4
217,05-08-2019,18.5,36.3,100,4,0.666666667,51,0.98,631,3
218,06-08-2019,19.2,35.9,113,5,0.666666667,44,0.98,629,3
219,07-08-2019,18.7,39.6,97,5,0.666666667,47,0.98,626,3
220,08-08-2019,19.4,34.9,106,4,0.666666667,43,0.98,624,4
221,09-08-2019,22.6,44.9,82,6,0.666666667,40,0.98,621,4
222,10-08-2019,16.2,39.5,97,4,0.666666667,37,0.98,618,3
223,11-08-2019,19.9,39.7,84,4,0.666666667,40,0.98,616,4
224,12-08-2019,16.4,38.4,80,6,0.666666667,44,0.98,613,3
225,13-08-2019,18,41,87,4,0.666666667,47,0.98,610,3
226,14-08-2019,20.2,44.6,106,6,0.666666667,51,0.98,608,3
227,15-08-2019,18.5,36.4,104,4,0.666666667,43,0.98,605,3
228,16-08-2019,16.7,37.7,96,4,0.666666667,41,0.98,602,3
229,17-08-2019,17.1,39.7,78,6,0.666666667,38,0.98,599,4
230,18-08-2019,19.1,34.8,91,6,0.666666667,48,0.98,596,4
231,19-08-2019,16.9,37.6,96,6,0.666666667,52,0.98,593,3
232,20-08-2019,18.2,39.6,95,7,0.666666667,52,0.98,590,3
233,21-08-2019,17.8,46.6,74,5,0.666666667,49,0.98,587,3
234,22-08-2019,16.6,43.8,83,5,0.666666667,49,0.98,584,3
235,23-08-2019,20.7,43.7,91,5,0.666666667,54,0.98,581,3
236,24-08-2019,18.4,47.3,97,6,0.666666667,47,0.98,578,3
237,25-08-2019,15,42.6,70,6,0.666666667,49,0.98,575,3
238,26-08-2019,17.5,45.5,90,6,0.666666667,44,0.98,572,3
239,27-08-2019,16.1,43.3,92,5,0.666666667,39,0.98,569,3
240,28-08-2019,18.3,45.4,99,5,0.666666667,42,0.98,566,3
241,29-08-2019,15.7,41.4,97,5,0.666666667,45,0.98,562,3
242,30-08-2019,16.6,32.4,96,7,0.666666667,46,0.98,559,3
243,31-08-2019,17.4,44.1,82,6,0.666666667,55,0.98,556,3
244,01-09-2019,17.9,52.2,70,5,0.75,46,0.9775,551,3
245,02-09-2019,15,50,85,5,0.75,51,0.9775,548,3
246,03-09-2019,15.9,50.4,99,6,0.75,43,0.9775,545,3
247,04-09-2019,15.6,52,102,5,0.75,44,0.9775,541,3
248,05-09-2019,15.2,46.5,95,5,0.75,39,0.9775,538,3
249,06-09-2019,18.8,47.3,92,5,0.75,42,0.9775,535,3
250,07-09-2019,16.7,43.5,91,6,0.75,48,0.9775,531,3
251,08-09-2019,15,45.3,82,5,0.75,46,0.9775,528,3
252,09-09-2019,17.3,50.2,86,6,0.75,50,0.9775,525,3
253,10-09-2019,19,53.4,103,7,0.75,47,0.9775,521,3
254,11-09-2019,17.3,46.9,77,6,0.75,44,0.9775,518,3
255,12-09-2019,15,45.6,102,6,0.75,56,0.9775,514,3
256,13-09-2019,15,48.1,82,5,0.75,45,0.9775,511,3
257,14-09-2019,17.4,51.4,99,8,0.75,51,0.9775,508,3
258,15-09-2019,15,41.4,71,6,0.75,44,0.9775,504,3
259,16-09-2019,16,37.4,90,5,0.75,49,0.9775,501,3
260,17-09-2019,16.5,46.4,77,6,0.75,50,0.9775,497,3
261,18-09-2019,15,43.3,70,6,0.75,47,0.9775,494,3
262,19-09-2019,15.1,47.1,86,6,0.75,35,0.9775,490,3
263,20-09-2019,15,49.1,93,7,0.75,46,0.9775,487,3
264,21-09-2019,15,47.9,74,5,0.75,52,0.9775,484,3
265,22-09-2019,15,57.6,68,6,0.75,48,0.9775,480,3
266,23-09-2019,15,52.2,81,7,0.75,48,0.9775,477,3
267,24-09-2019,17.4,52.3,81,6,0.75,37,0.9775,473,3
268,25-09-2019,15,54.2,87,5,0.75,42,0.9775,470,3
269,26-09-2019,15,45.6,91,7,0.75,48,0.9775,466,3
270,27-09-2019,15,56.7,80,5,0.75,48,0.9775,463,3
271,28-09-2019,16.9,51.4,99,6,0.75,52,0.9775,460,3
272,29-09-2019,15,55.4,82,6,0.75,45,0.9775,456,3
273,30-09-2019,16.4,46.9,76,7,0.75,48,0.9775,453,3
274,01-10-2019,15,44.7,63,6,0.833333333,46,0.975,448,3
275,02-10-2019,15,56.8,77,6,0.833333333,41,0.975,445,3
276,03-10-2019,15.3,54.8,75,7,0.833333333,35,0.975,441,3
277,04-10-2019,15,48.6,88,5,0.833333333,48,0.975,438,3
278,05-10-2019,15,49,83,6,0.833333333,47,0.975,435,3
279,06-10-2019,15,59.2,66,6,0.833333333,43,0.975,431,3
280,07-10-2019,15,47.8,79,6,0.833333333,38,0.975,428,3
281,08-10-2019,15,62.2,84,5,0.833333333,49,0.975,425,3
282,09-10-2019,15.4,49.7,92,7,0.833333333,44,0.975,422,3
283,10-10-2019,16.8,57.6,85,5,0.833333333,48,0.975,418,3
284,11-10-2019,15,52.9,84,8,0.833333333,55,0.975,415,3
285,12-10-2019,17.6,57.8,76,5,0.833333333,35,0.975,412,3
286,13-10-2019,15,52.3,79,7,0.833333333,42,0.975,409,3
287,14-10-2019,15,54.4,88,5,0.833333333,45,0.975,406,3
288,15-10-2019,15.3,55.6,61,6,0.833333333,53,0.975,402,3
289,16-10-2019,15,50.5,71,6,0.833333333,37,0.975,399,3
290,17-10-2019,15,59.4,66,7,0.833333333,55,0.975,396,3
291,18-10-2019,15,53.3,78,6,0.833333333,46,0.975,393,3
292,19-10-2019,15,54.9,86,6,0.833333333,45,0.975,390,3
293,20-10-2019,15,51.3,67,5,0.833333333,45,0.975,387,3
294,21-10-2019,15.7,43.6,49,5,0.833333333,43,0.975,384,4
295,22-10-2019,15,55.6,68,5,0.833333333,51,0.975,381,3
296,23-10-2019,15,68.8,81,5,0.833333333,40,0.975,378,3
297,24-10-2019,15.8,60.8,77,7,0.833333333,47,0.975,376,3
298,25-10-2019,15,57,76,6,0.833333333,44,0.975,373,3
299,26-10-2019,15.8,55.9,68,6,0.833333333,42,0.975,370,3
300,27-10-2019,15.5,57.5,58,5,0.833333333,59,0.975,367,3
301,28-10-2019,15,60.2,76,5,0.833333333,48,0.975,364,3
302,29-10-2019,15,51.7,62,7,0.833333333,49,0.975,362,3
303,30-10-2019,15.8,63.4,92,5,0.833333333,51,0.975,359,2
304,31-10-2019,15.6,61.5,75,6,0.833333333,39,0.975,356,3
305,01-11-2019,15,61.6,64,8,0.916666667,54,0.9725,353,3
306,02-11-2019,15,60.4,63,6,0.916666667,35,0.9725,350,3
307,03-11-2019,16.7,58.4,68,6,0.916666667,42,0.9725,348,3
308,04-11-2019,15,61.8,66,5,0.916666667,43,0.9725,345,3
309,05-11-2019,15.7,61.5,79,6,0.916666667,49,0.9725,343,3
310,06-11-2019,15,56.9,70,8,0.916666667,47,0.9725,340,3
311,07-11-2019,15,55.9,60,6,0.916666667,45,0.9725,338,3
312,08-11-2019,16.7,59.3,86,7,0.916666667,46,0.9725,336,3
313,09-11-2019,16.4,66.7,68,6,0.916666667,41,0.9725,333,3
314,10-11-2019,16.4,52.8,75,4,0.916666667,38,0.9725,331,3
315,11-11-2019,17.2,51.8,61,5,0.916666667,49,0.9725,329,3
316,12-11-2019,15.3,60,70,5,0.916666667,49,0.9725,327,3
317,13-11-2019,16.4,59.5,69,4,0.916666667,54,0.9725,325,3
318,14-11-2019,15,60.2,47,7,0.916666667,42,0.9725,323,3
319,15-11-2019,16,60.7,86,5,0.916666667,49,0.9725,321,3
320,16-11-2019,15.4,58.4,78,4,0.916666667,44,0.9725,319,3
321,17-11-2019,15.8,67,61,4,0.916666667,52,0.9725,317,3
322,18-11-2019,16.6,51.6,54,5,0.916666667,51,0.9725,315,3
323,19-11-2019,15,55.5,68,5,0.916666667,47,0.9725,314,3
324,20-11-2019,19,59.2,65,5,0.916666667,44,0.9725,312,3
325,21-11-2019,15,51.6,68,4,0.916666667,51,0.9725,310,3
326,22-11-2019,15,58.9,66,7,0.916666667,49,0.9725,309,3
327,23-11-2019,17.9,68.2,69,5,0.916666667,42,0.9725,307,3
328,24-11-2019,17.4,60,78,4,0.916666667,39,0.9725,306,3
329,25-11-2019,17.2,61.1,69,5,0.916666667,44,0.9725,304,3
330,26-11-2019,17.3,53.6,53,5,0.916666667,53,0.9725,303,3
331,27-11-2019,16.5,56.9,77,6,0.916666667,51,0.9725,301,3
332,28-11-2019,15.2,58.1,79,5,0.916666667,40,0.9725,300,3
333,29-11-2019,16.8,58.4,94,5,0.916666667,40,0.9725,300,3
334,30-11-2019,15.7,66.4,51,4,0.916666667,52,0.9725,300,3
335,01-12-2019,18.3,62.8,65,4,1,40,0.97,300,3
336,02-12-2019,16.7,54.4,41,4,1,48,0.97,300,3
337,03-12-2019,15.8,61.2,68,5,1,43,0.97,300,3
338,04-12-2019,16.7,62.5,56,4,1,54,0.97,300,3
339,05-12-2019,17.9,65.7,81,5,1,42,0.97,300,3
340,06-12-2019,16.5,67.8,54,6,1,52,0.97,300,3
341,07-12-2019,16.3,54.8,45,6,1,47,0.97,300,3
342,08-12-2019,18,55.8,57,5,1,47,0.97,300,3
343,09-12-2019,18.1,53.6,42,6,1,36,0.97,300,4
344,10-12-2019,17.1,58.7,69,6,1,35,0.97,300,3
345,11-12-2019,17.2,62.1,40,5,1,45,0.97,300,3
346,12-12-2019,18.4,64.7,61,6,1,47,0.97,300,3
347,13-12-2019,16,59.3,40,4,1,40,0.97,300,3
348,14-12-2019,16.2,58,58,4,1,40,0.97,300,3
349,15-12-2019,17.3,60.3,77,3,1,49,0.97,300,3
350,16-12-2019,18.2,55.3,64,4,1,49,0.97,300,3
351,17-12-2019,19.1,69.9,52,4,1,45,0.97,300,3
352,18-12-2019,21,51.3,60,3,1,50,0.97,300,4
353,19-12-2019,20.2,60.2,61,4,1,40,0.97,300,3
354,20-12-2019,18.8,69.3,65,3,1,44,0.97,300,3
355,21-12-2019,19.1,59.2,47,3,1,54,0.97,300,3
356,22-12-2019,17.8,58.1,66,4,1,46,0.97,300,3
357,23-12-2019,19.4,57.1,40,3,1,46,0.97,300,3
358,24-12-2019,19.1,57.9,54,3,1,57,0.97,300,3
359,25-12-2019,20.1,65.6,55,6,1,39,0.97,300,3
360,26-12-2019,18.6,47.6,66,4,1,50,0.97,300,3
361,27-12-2019,20.7,66.2,60,4,1,54,0.97,300,3
362,28-12-2019,22.4,51.3,46,5,1,44,0.97,300,4
363,29-12-2019,20,57,50,3,1,50,0.97,300,3
364,30-12-2019,20.9,56,62,3,1,41,0.97,300,4
365,31-12-2019,21.5,61,59,6,1,42,0.97,300,3
366,01-01-2020,20,49.9,54,6,1.083333333,48,0.9675,300,4
367,02-01-2020,21.1,60.1,55,4,1.083333333,50,0.9675,300,3
368,03-01-2020,20.9,67.8,67,5,1.083333333,51,0.9675,300,3
369,04-01-2020,21.1,50.7,55,3,1.083333333,54,0.9675,300,3
370,05-01-2020,20,58.3,59,5,1.083333333,46,0.9675,300,3
371,06-01-2020,21.3,53.9,82,4,1.083333333,52,0.9675,300,3
372,07-01-2020,22.2,59.2,46,5,1.083333333,44,0.9675,300,4
373,08-01-2020,23.7,57,42,3,1.083333333,50,0.9675,300,4
374,09-01-2020,23.1,53.5,68,4,1.083333333,47,0.9675,300,4
375,10-01-2020,25.1,59,54,4,1.083333333,48,0.9675,300,4
376,11-01-2020,20.8,65.4,57,6,1.083333333,48,0.9675,300,3
377,12-01-2020,23.4,55.3,53,4,1.083333333,38,0.9675,300,4
378,13-01-2020,22.5,59.7,58,2,1.083333333,40,0.9675,301,4
379,14-01-2020,25.7,49.4,77,5,1.083333333,46,0.9675,302,4
380,15-01-2020,21.3,50.9,69,2,1.083333333,37,0.9675,304,4
381,16-01-2020,21.4,57.9,69,2,1.083333333,50,0.9675,305,3
382,17-01-2020,21.9,62.8,47,4,1.083333333,50,0.9675,307,3
383,18-01-2020,19.8,56.9,50,3,1.083333333,48,0.9675,309,3
384,19-01-2020,22.3,53.4,40,2,1.083333333,40,0.9675,310,4
